project	last_updated	unique_id	geno	type	plot	rep	treatment	biomass_date	plant_height_date	location	fresh_weight_stalk_g	fresh_weight_panicle_g	total_fresh_weight_kg_hectare	dry_weight_stalk_g	dry_weight_panicle_g	total_dry_weight_kg_hectare	number_of_stalks	plant_height_cm	comments
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0814D_S3_17	S3	Sweet	14	8	WS	9/19/17	9/19/17	Scottsbluff  NE	3716	88	54594.47	778	20	11457.37	12	240	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0815D_S8_17	S8	Sweet	15	8	WS	9/19/17	9/19/17	Scottsbluff  NE	6375		91493.1	1315		18875.1	13	290	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0816D_E7_17	E7	Energy	16	8	WS	9/19/17	9/19/17	Scottsbluff  NE	4190	76	61225.03	885	20	12982.74	8	222	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0817D_E18_17	E18	Energy	17	8	WS	9/19/17	9/19/17	Scottsbluff  NE	6076		87201.89	904		12969.9	12	264	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0818D_E15_17	E15	Energy	18	8	WS	9/19/17	9/19/17	Scottsbluff  NE	7228		103735.23	1330		19091.7	15	314	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0819D_E13_17	E13	Energy	19	8	WS	9/19/17	9/19/17	Scottsbluff  NE	6608		94837.08	1417		20335.44	20	280	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0820D_S6_17	S6	Sweet	20	8	WS	9/19/17	9/19/17	Scottsbluff  NE	5274	356	80800.96	835	46	12634.66	14	274	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0821D_E14_17	E14	Energy	21	8	WS	9/19/17	9/19/17	Scottsbluff  NE	8023		115144.96	1591		22836.97	11	302	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0822D_E6_17	E6	Energy	22	8	WS	9/19/17	9/19/17	Scottsbluff  NE	5078		72878.74	831		11922.56	24	202	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0823D_E1_17	E1	Energy	23	8	WS	9/19/17	9/19/17	Scottsbluff  NE	1532		21987.05	298		4278.79	6	188	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	SB0824D_E4_17	E4	Energy	24	8	WS	9/19/17	9/19/17	Scottsbluff  NE	3086		44289.84	460		6600.89	10	168	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0101L_G1_17	G1	Grain	1	1	Low N	10/9/17	9/17/17	Central City  NE	2062	610	38348.17	591	487	15471.58	8	156	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0102L_G3_17	G3	Grain	2	1	Low N	10/9/17	9/17/17	Central City  NE	2434	568	43084.28	695	364	15197.88	12	120	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0103L_S10_17	S10	Sweet	3	1	Low N	10/9/17	9/17/17	Central City  NE	1396	402	25804.64	570	322	12805.16	11	214	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0104L_E17_17	E17	Energy	4	1	Low N	10/9/17	9/17/17	Central City  NE	2796	790	51465.76	863	599	20981.23	12	171	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0105L_S2_17	S2	Sweet	5	1	Low N	10/9/17	9/17/17	Central City  NE	2078	868	42280.57	671	626	18602.63	8	184	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0106L_E10_17	E10	Energy	6	1	Low N	10/9/17	9/17/17	Central City  NE	4078	1284	76954.66	1076	724	25822.91	13	258	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0107L_E8_17	E8	Energy	7	1	Low N	10/9/17	10/9/17	Central City  NE	8200	500	124861.17	2022	195	31813.11	10	380	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0108L_S3_17	S3	Sweet	8	1	Low N	10/9/17	10/9/17	Central City  NE	9376	1220	152072.29	2569	627	45877.54	9	354	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0109L_S5_17	S5	Sweet	9	1	Low N	10/9/17	9/17/17	Central City  NE	5838	624	92741.71	1324	433	25228.12	11	328	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0110L_E5_17	E5	Energy	10	1	Low N	10/9/17	9/17/17	Central City  NE	5706	548	89756.52	1436	399	26324.03	15	322	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0111L_E15_17	E15	Energy	11	1	Low N	10/9/17	9/17/17	Central City  NE	4814	226	72333.37	1297	118	20316.01	10	390	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0112L_E4_17	E4	Energy	12	1	Low N	10/9/17	10/9/17	Central City  NE	9844		141279.69	1811		25986.68	13	328	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0113L_E14_17	E14	Energy	13	1	Low N	10/9/17	10/9/17	Central City  NE	7098	438	108155.6	1920	123	29320.44	9	370	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0114L_S8_17	S8	Sweet	14	1	Low N	10/9/17	9/17/17	Central City  NE	6878	276	102673.2	1904	153	29519.46	8	416	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0115L_E6_17	E6	Energy	15	1	Low N	10/9/17	10/9/17	Central City  NE	9238		132582.47	1681		24131.12	15	262	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0116L_E3_17	E3	Energy	16	1	Low N	10/9/17	9/17/17	Central City  NE	7428	240	110050.05	1526	122	23648.96	9	392	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0117L_S6_17	S6	Sweet	17	1	Low N	10/9/17		Central City  NE									
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0118L_E7_17	E7	Energy	18	1	Low N	10/9/17	9/17/17	Central City  NE	5810	832	95325.04	1528	447	28356.01	6	320	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0119L_E1_17	E1	Energy	19	1	Low N	10/9/17	9/17/17	Central City  NE	3036	750	54336.14	867	425	18555.65	8	264	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0120L_S4_17	S4	Sweet	20	1	Low N	10/9/17	9/17/17	Central City  NE	6108	682	97449.12	1518	430	27958.5	10	322	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0121L_E11_17	E11	Energy	21	1	Low N	10/9/17	10/9/17	Central City  NE	6970		100032.45	1300		18652.46	15	310	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0122L_E9_17	E9	Energy	22	1	Low N	10/9/17	10/9/17	Central City  NE	7880	1834	139413.95	2383	783	45435.86	13	380	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0123L_E13_17	E13	Energy	23	1	Low N	10/9/17	10/9/17	Central City  NE	8054		115589.87	2105		30206.41	13	354	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0124L_E18_17	E18	Energy	24	1	Low N	10/9/17	10/9/17	Central City  NE	8190		117541.72	1711		24549.23	9	324	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0101F_G1_17	G1	Grain	1	1	Full N	10/9/17	9/17/17	Central City  NE	3098	1070	59818.55	842	832	24028.49	14	160	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0102F_G3_17	G3	Grain	2	1	Full N	10/9/17	9/17/17	Central City  NE	2650	882	50690.76	700	564	18144.47	10	128	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0103F_S10_17	S10	Sweet	3	1	Full N	10/9/17	9/17/17	Central City  NE	1732	806	36425.02	752	615	19615.09	10	236	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0104F_E17_17	E17	Energy	4	1	Full N	10/9/17	9/17/17	Central City  NE	3280	1080	62574.1	1018	758	25495.37	11	276	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0105F_S2_17	S2	Sweet	5	1	Full N	10/9/17	9/17/17	Central City  NE	1682	974	38118.54	574	684	18047.55	7	168	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0106F_E10_17	E10	Energy	6	1	Full N	10/9/17	9/17/17	Central City  NE	3430	1270	67453.73	992	811	25879.1	10	256	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0107F_E8_17	E8	Energy	7	1	Full N	10/9/17	9/17/17	Central City  NE	9440	624	144437.1	2297	290	37125.37	8	416	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0108F_S3_17	S3	Sweet	8	1	Full N	10/9/17	9/17/17	Central City  NE	7240	854	116163.94	2053	446	35872.96	12	328	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0109F_S5_17	S5	Sweet	9	1	Full N	10/9/17	9/17/17	Central City  NE	5950	770	96444.49	1465	513	28387.24	16	304	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0110F_E5_17	E5	Energy	10	1	Full N	10/9/17	9/17/17	Central City  NE	5740	686	92225.04	1482	531	28894.91	9	312	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0111F_E15_17	E15	Energy	11	1	Full N	10/9/17	9/17/17	Central City  NE	7440	150	108930.61	1903	85	28535.17	14	428	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0112F_E4_17	E4	Energy	12	1	Full N	10/9/17	10/9/17	Central City  NE	8176	36	117857.46	1817	18	26340.14	16	308	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0113F_E14_17	E14	Energy	13	1	Full N	10/9/17	10/9/17	Central City  NE	10514	676	160597.3	2823	262	44275.45	12	410	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0114F_S8_17	S8	Sweet	14	1	Full N	10/9/17	9/17/17	Central City  NE	7868	624	121875.98	2284	328	37492.42	12	392	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0115F_E6_17	E6	Energy	15	1	Full N	10/9/17	10/9/17	Central City  NE	13912		199663.05	2539		36435.43	19	328	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0116F_E3_17	E3	Energy	16	1	Full N	10/9/17	10/9/17	Central City  NE								420	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0117F_S6_17	S6	Sweet	17	1	Full N	10/9/17		Central City  NE									
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0118F_E7_17	E7	Energy	18	1	Full N	10/9/17	9/17/17	Central City  NE	7160	1574	125349.13	1569	812	34175.92	9	300	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0119F_E1_17	E1	Energy	19	1	Full N	10/9/17	9/17/17	Central City  NE	3920	1276	74572.26	1033	800	26315.95	10	266	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0120F_S4_17	S4	Sweet	20	1	Full N	10/9/17	9/17/17	Central City  NE	9460	1114	151756.55	2023	721	39384.55	16	325	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0121F_E11_17	E11	Energy	21	1	Full N	10/9/17	10/9/17	Central City  NE	8840		126870.43	1862		26723.77	18	368	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0122F_E9_17	E9	Energy	22	1	Full N	10/9/17	10/9/17	Central City  NE	5040	930	85680.59	1073	443	21768.78		390	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0123F_E13_17	E13	Energy	23	1	Full N	10/9/17	10/9/17	Central City  NE	6476		92942.64	1699		24382.35	12	380	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0124F_E18_17	E18	Energy	24	1	Full N	10/9/17	10/9/17	Central City  NE	8964		128650.06	1861		26710.12	7	364	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0201L_G1_17	G1	Grain	1	2	Low N	10/9/17	9/17/17	Central City  NE	1818	402	31861.13	533	301	11960.33	10	152	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0202L_G3_17	G3	Grain	2	2	Low N	10/9/17	9/17/17	Central City  NE	2002	386	34272.24	575	240	11699.37	9	119	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0203L_E10_17	E10	Energy	3	2	Low N	10/9/17	9/17/17	Central City  NE	2920	724	52298.17	772	413	17004.53	12	247	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0204L_S2_17	S2	Sweet	4	2	Low N	10/9/17	9/17/17	Central City  NE	2096	624	39037.05	720	487	17321.58	12	192	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0205L_E17_17	E17	Energy	5	2	Low N	10/9/17	9/17/17	Central City  NE	2016	276	32894.46	606	204	11627.7	13	248	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0206L_S10_17	S10	Sweet	6	2	Low N	10/9/17	9/17/17	Central City  NE	1404	434	26378.72	546	330	12559.03	11	253	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0207L_S4_17	S4	Sweet	7	2	Low N	10/9/17	9/17/17	Central City  NE	3316	282	51637.99	784	186	13919.69	13	266	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0208L_E9_17	E9	Energy	8	2	Low N	10/9/17	10/9/17	Central City  NE	3138	224	48250.95	914	58	13943.5	8	328	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0209L_E1_17	E1	Energy	9	2	Low N	10/9/17	9/17/17	Central City  NE	1732	344	29794.46	469	201	9626.78	10	249	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0210L_E15_17	E15	Energy	10	2	Low N	10/9/17	9/17/17	Central City  NE	3422	210	52125.95	902	116	14608.54	12	340	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0211L_S8_17	S8	Sweet	11	2	Low N	10/9/17	9/17/17	Central City  NE	3554	246	54537.06	1006	134	16351.72	10	300	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0212L_E6_17	E6	Energy	12	2	Low N	10/9/17	10/9/17	Central City  NE	3242		46528.72	591		8480.18	9	166	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0213L_S6_17	S6	Sweet	13	2	Low N	10/9/17		Central City  NE									
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0214L_E3_17	E3	Energy	14	2	Low N	10/9/17	10/9/17	Central City  NE	2866		41132.43	536		7699.57	7	310	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0215L_E18_17	E18	Energy	15	2	Low N	10/9/17	10/9/17	Central City  NE	4986	46	72218.55	977		14015.94	6	236	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0216L_E4_17	E4	Energy	16	2	Low N	10/9/17	10/9/17	Central City  NE	3848		55225.95	757		10867.32	9	152	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0217L_E8_17	E8	Energy	17	2	Low N	10/9/17	10/9/17	Central City  NE	2934	560	50145.39	695	211	13004.89	11	378	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0218L_S3_17	S3	Sweet	18	2	Low N	10/9/17	10/9/17	Central City  NE	4422	534	71127.81	1190	261	20823.15	9	312	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0219L_E5_17	E5	Energy	19	2	Low N	10/9/17	9/17/17	Central City  NE	6256	718	100089.86	1644	515	30990.46	9	312	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0220L_E14_17	E14	Energy	20	2	Low N	10/9/17	10/9/17	Central City  NE	5696	376	87144.48	1494	114	23078.11	11	368	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0221L_E13_17	E13	Energy	21	2	Low N	10/9/17	10/9/17	Central City  NE	7406		106289.86	2499		35872.23	11	350	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0222L_E11_17	E11	Energy	22	2	Low N	10/9/17	10/9/17	Central City  NE	6872		98625.97	1357		19476.34	16	302	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0223L_E7_17	E7	Energy	23	2	Low N	10/9/17	9/17/17	Central City  NE	7072	1146	117943.57	1804	628	34899.53	8	283	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0224L_S5_17	S5	Sweet	24	2	Low N	10/9/17	9/17/17	Central City  NE	6376	894	104338.01	1618	590	31682.7	9	296	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0201F_G1_17	G1	Grain	1	2	Full N	10/9/17	9/17/17	Central City  NE	3370	1078	63837.07	908	835	25008.36	10	68	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0202F_G3_17	G3	Grain	2	2	Full N	10/9/17	9/17/17	Central City  NE	3506	956	64037.99	897	617	21719.26	12	124	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0203F_E10_17	E10	Energy	3	2	Full N	10/9/17	9/17/17	Central City  NE	3646	1220	69836.14	1088	766	26608.29	11	253	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0204F_S2_17	S2	Sweet	4	2	Full N	10/9/17	9/17/17	Central City  NE	2752	1002	53876.88	833	703	22051.69	6	162	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0205F_E17_17	E17	Energy	5	2	Full N	10/9/17	9/17/17	Central City  NE	3014	912	56345.4	933	673	23048.43	13	280	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0206F_S10_17	S10	Sweet	6	2	Full N	10/9/17	9/17/17	Central City  NE	1562	684	32234.27	599	546	16425.24	12	252	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0207F_S4_17	S4	Sweet	7	2	Full N	10/9/17	9/17/17	Central City  NE	6662	874	108155.6	1438	585	29042.47	11	320	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0208F_E9_17	E9	Energy	8	2	Full N	10/9/17	10/9/17	Central City  NE	5576	950	93660.23	1646	495	30725.42	12	380	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0209F_E1_17	E1	Energy	9	2	Full N	10/9/17	9/17/17	Central City  NE	3636	978	66219.47	948	591	22081.95	13	275	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0210F_E15_17	E15	Energy	10	2	Full N	10/9/17	9/17/17	Central City  NE	7042	306	105457.46	1904	174	29827.84	14	399	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0211F_S8_17	S8	Sweet	11	2	Full N	10/9/17	9/17/17	Central City  NE	6396	468	98511.16	1731	231	28158.02	10	294	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0212F_E6_17	E6	Energy	12	2	Full N	10/9/17	10/9/17	Central City  NE	8300		119120.42	1541		22122.84	18	300	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0213F_S6_17	S6	Sweet	13	2	Full N	10/9/17		Central City  NE									
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0214F_E3_17	E3	Energy	14	2	Full N	10/9/17	9/17/17	Central City  NE	5464	24	78763	1184	13	17183.78	11	359	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0215F_E18_17	E18	Energy	15	2	Full N	10/9/17	10/9/17	Central City  NE	9588		137605.62	2012		28880.33	10	286	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0216F_E4_17	E4	Energy	16	2	Full N	10/9/17	10/9/17	Central City  NE	7542		108241.72	1707		24503.36	15	304	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0217F_E8_17	E8	Energy	17	2	Full N	10/9/17	10/9/17	Central City  NE	9174	486	138638.95	2154	236	34296.54	13	368	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0218F_S3_17	S3	Sweet	18	2	Full N	10/9/17	10/9/17	Central City  NE	6470	658	102300.05	1690	320	28839.83	9	302	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0219F_E5_17	E5	Energy	19	2	Full N	10/9/17	9/17/17	Central City  NE	5920	576	93229.67	1442	431	26881.91	11	310	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0220F_E14_17	E14	Energy	20	2	Full N	10/9/17	10/9/17	Central City  NE	9296	352	138466.73	2475	142	37560.82	9	390	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0221F_E13_17	E13	Energy	21	2	Full N	10/9/17	10/9/17	Central City  NE	9400		134907.47	2457		35257.84	15	370	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0222F_E11_17	E11	Energy	22	2	Full N	10/9/17	10/9/17	Central City  NE	10514		150895.44	2515		36089.17	19	374	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0223F_E7_17	E7	Energy	23	2	Full N	10/9/17	9/17/17	Central City  NE	9650	1392	158473.22	2120	788	41742.63	7	259	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0224F_S5_17	S5	Sweet	24	2	Full N	10/9/17	9/17/17	Central City  NE	4972	398	77069.48	1133	284	20339.28	8	312	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0301F_G1_17	G1	Grain	1	3	Full N	10/9/17	9/17/17	Central City  NE	3274	1026	61712.99	877	839	24627.37	13	173	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0302F_G3_17	G3	Grain	2	3	Full N	10/9/17	9/17/17	Central City  NE	3272	902	59904.66	901	631	21982.74	12	121	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0303F_E17_17	E17	Energy	3	3	Full N	10/9/17	9/17/17	Central City  NE	3752	1096	69577.81	1139	817	28063.75	11	275	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0304F_S10_17	S10	Sweet	4	3	Full N	10/9/17	9/17/17	Central City  NE	2790	1070	55398.17	1024	868	27154.68	13	281	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0305F_S2_17	S2	Sweet	5	3	Full N	10/9/17	9/17/17	Central City  NE	2564	1038	51695.39	687	747	20578.66	7	150	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0306F_E10_17	E10	Energy	6	3	Full N	10/9/17	9/17/17	Central City  NE	3150	936	58641.69	990	644	23452.66	12	280	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0307F_S3_17	S3	Sweet	7	3	Full N	10/9/17	9/17/17	Central City  NE	6888	1006	113293.57	1895	511	34535.91	9	344	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0308F_E9_17	E9	Energy	8	3	Full N	10/9/17	10/9/17	Central City  NE	4636	672	76179.66	1599	352	28002.29	13	380	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0309F_S4_17	S4	Sweet	9	3	Full N	10/9/17	9/17/17	Central City  NE	5776	624	91851.89	1256	423	24093.55	10	320	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0310F_E13_17	E13	Energy	10	3	Full N	10/9/17	10/9/17	Central City  NE	6274		90043.56	1579		22658.79	15	382	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0311F_E14_17	E14	Energy	11	3	Full N	10/9/17	10/9/17	Central City  NE	6322	326	95411.15	1763	116	26965.21	9	398	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0312F_S5_17	S5	Sweet	12	3	Full N	10/9/17	9/17/17	Central City  NE								304	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0313F_E11_17	E11	Energy	13	3	Full N	10/9/17	10/9/17	Central City  NE	6406		91938	1751		25132.96	12	320	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0314F_S8_17	S8	Sweet	14	3	Full N	10/9/17	9/17/17	Central City  NE	4352	292	66650.03	1211	105	18887.73	6	332	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0315F_E4_17	E4	Energy	15	3	Full N	10/9/17	10/9/17	Central City  NE	9398		134878.77	2273		32617.74	16	282	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0316F_E8_17	E8	Energy	16	3	Full N	10/9/17	10/9/17	Central City  NE	8136	422	122823.2	2128	200	33402.69	11	344	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0317F_E15_17	E15	Energy	17	3	Full N	10/9/17	9/17/17	Central City  NE	4538	226	68372.25	1253	116	19659.52	14	384	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0318F_E18_17	E18	Energy	18	3	Full N	10/9/17	10/9/17	Central City  NE	8200		117685.24	1705		24467.02	7	280	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0319F_E5_17	E5	Energy	19	3	Full N	10/9/17	9/17/17	Central City  NE	5958	612	94291.71	1402	475	26932.33	14	306	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0320F_E7_17	E7	Energy	20	3	Full N	10/9/17	9/17/17	Central City  NE	7814	1222	129683.39	2003	654	38133.98	12	306	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0321F_E1_17	E1	Energy	21	3	Full N	10/9/17	9/17/17	Central City  NE	2414	682	44433.35	666	427	15688.32	8	266	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0322F_E6_17	E6	Energy	22	3	Full N	10/9/17	10/9/17	Central City  NE	7078		101582.45	1357		19477.86	16	266	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0323F_E3_17	E3	Energy	23	3	Full N	10/9/17	10/9/17	Central City  NE	11784	282	173169.52	2537	148	38539.34	16	344	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0324F_S6_17	S6	Sweet	24	3	Full N	10/9/17		Central City  NE									
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0301L_G1_17	G1	Grain	1	3	Low N	10/9/17	9/17/17	Central City  NE	2360	788	45179.65	655	615	18222.9	10	160	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0302L_G3_17	G3	Grain	2	3	Low N	10/9/17	9/17/17	Central City  NE	2074	618	38635.2	573	409	14092.19	7	122	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0303L_E17_17	E17	Energy	3	3	Low N	10/9/17	9/17/17	Central City  NE	2320	560	41333.35	709	425	16268.73	7	279	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0304L_S10_17	S10	Sweet	4	3	Low N	10/9/17	9/17/17	Central City  NE	1498	480	28387.98	649	370	14613.09	9	273	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0305L_S2_17	S2	Sweet	5	3	Low N	10/9/17	9/17/17	Central City  NE	1808	810	37573.17	589	584	16840.03	7	176	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0306L_E10_17	E10	Energy	6	3	Low N	10/9/17	9/17/17	Central City  NE	3000	896	55914.84	847	592	20651.15	10	277	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0307L_S3_17	S3	Sweet	7	3	Low N	10/9/17	10/9/17	Central City  NE	4990	660	81088	1401	310	24555.56	5	330	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0308L_E9_17	E9	Energy	8	3	Low N	10/9/17	10/9/17	Central City  NE	4402	935	76595.87	1437	188	23329.76	9	360	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0309L_S4_17	S4	Sweet	9	3	Low N	10/9/17	9/17/17	Central City  NE	4284	426	67597.25	996	241	17743.09	11	315	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0310L_E13_17	E13	Energy	10	3	Low N	10/9/17	10/9/17	Central City  NE	2361	76	34975.48	1361	21	19833.87		330	
schachtman_2017_biom	2019-01-17T14:11:28.259801Z	CC0311L_E14_17	E14	Energy	11	3	Low N	10/9/17	10/9/17	Central City  NE	4754	140	70238	1203	47	17936.11	9	330	
